,Open,High,Low,Close
2021-08-17,1.17758,1.17772,1.17702,1.1773
2021-08-17,1.17716,1.17772,1.17702,1.17716
2021-08-17,1.17744,1.17799,1.17716,1.1773
2021-08-17,1.1773,1.17744,1.17647,1.17661
2021-08-17,1.17647,1.17772,1.17647,1.17758
2021-08-17,1.17758,1.17883,1.1773,1.17813
2021-08-17,1.17799,1.17827,1.17675,1.17744
2021-08-17,1.17772,1.17813,1.17689,1.17702
2021-08-17,1.17702,1.17758,1.17661,1.17661
2021-08-17,1.17661,1.17758,1.17454,1.17454
2021-08-17,1.17467,1.17481,1.17357,1.17412
2021-08-17,1.17412,1.17412,1.17178,1.17192
2021-08-17,1.17192,1.1722,1.17137,1.17165
2021-08-17,1.17178,1.17233,1.17137,1.17137
2021-08-17,1.17137,1.17247,1.17137,1.17206
2021-08-17,1.1722,1.17233,1.17151,1.17151
2021-08-17,1.17137,1.17192,1.17123,1.17165
2021-08-17,1.17151,1.17192,1.1711,1.1711
2021-08-17,1.17165,1.17206,1.1711,1.17151
2021-08-17,1.17178,1.17178,1.17055,1.1711
2021-08-18,1.17096,1.17165,1.17096,1.17123
2021-08-18,1.17123,1.17206,1.1711,1.17165
2021-08-18,1.17151,1.17247,1.17151,1.17192
2021-08-18,1.17151,1.17261,1.17151,1.1722
2021-08-18,1.17233,1.17275,1.17206,1.17233
2021-08-18,1.17206,1.17261,1.17192,1.17261
2021-08-18,1.1722,1.17233,1.17165,1.17178
2021-08-18,1.17178,1.17302,1.17165,1.17233
2021-08-18,1.17206,1.17343,1.17206,1.17275
2021-08-18,1.17288,1.17302,1.1722,1.17288
2021-08-18,1.17233,1.17302,1.17206,1.17206
2021-08-18,1.17206,1.17261,1.17151,1.17151
2021-08-18,1.17165,1.17275,1.17096,1.17261
2021-08-18,1.17261,1.17302,1.17192,1.17206
2021-08-18,1.17233,1.17275,1.17123,1.17275
2021-08-18,1.17233,1.17233,1.1711,1.17165
2021-08-18,1.17151,1.17151,1.17027,1.17055
2021-08-18,1.17055,1.17082,1.16986,1.17027
2021-08-18,1.17027,1.17096,1.17014,1.17041
2021-08-18,1.17027,1.17385,1.17027,1.17165
2021-08-18,1.17151,1.1722,1.17137,1.17151
2021-08-18,1.17192,1.17192,1.1711,1.17151
2021-08-18,1.17137,1.1722,1.17123,1.17123
2021-08-18,1.17151,1.1722,1.17151,1.17165
2021-08-19,1.17178,1.17206,1.17069,1.17069
2021-08-19,1.17069,1.17069,1.16891,1.16904
2021-08-19,1.16918,1.16973,1.16877,1.16877
2021-08-19,1.16877,1.16932,1.16795,1.16809
2021-08-19,1.16836,1.1685,1.167,1.16781
2021-08-19,1.16781,1.16836,1.16781,1.16795
2021-08-19,1.16809,1.16863,1.16741,1.16768
2021-08-19,1.16768,1.1685,1.16727,1.16822
2021-08-19,1.16836,1.16904,1.16754,1.16877
2021-08-19,1.16863,1.16986,1.1685,1.16891
2021-08-19,1.16891,1.17027,1.1685,1.17
2021-08-19,1.17,1.17014,1.16932,1.16959
2021-08-19,1.16973,1.17069,1.16973,1.17069
2021-08-19,1.17027,1.17082,1.16986,1.17027
2021-08-19,1.17014,1.17069,1.16973,1.17055
2021-08-19,1.17027,1.17055,1.16863,1.16863
2021-08-19,1.16863,1.17041,1.16836,1.16959
2021-08-19,1.16973,1.16986,1.16891,1.16918
2021-08-19,1.16918,1.16918,1.16809,1.16822
2021-08-19,1.16822,1.16836,1.16768,1.16781
2021-08-19,1.16795,1.16836,1.16781,1.16781
2021-08-19,1.16781,1.1685,1.16781,1.16809
2021-08-19,1.16891,1.16891,1.16727,1.1685
2021-08-19,1.16795,1.16863,1.16795,1.16809
2021-08-20,1.1685,1.1685,1.16795,1.16836
2021-08-20,1.16795,1.16904,1.16795,1.16863
2021-08-20,1.16863,1.16891,1.16822,1.16822
2021-08-20,1.1685,1.16877,1.16795,1.16822
2021-08-20,1.16836,1.16932,1.16822,1.16877
2021-08-20,1.16891,1.16945,1.16877,1.16904
2021-08-20,1.16891,1.16945,1.16863,1.16904
2021-08-20,1.16891,1.16945,1.16822,1.16877
2021-08-20,1.16863,1.16904,1.16809,1.16822
2021-08-20,1.16836,1.16891,1.16741,1.16795
2021-08-20,1.16768,1.16836,1.16754,1.16781
2021-08-20,1.16781,1.16891,1.16741,1.16836
2021-08-20,1.1685,1.1685,1.16713,1.16713
2021-08-20,1.16754,1.16795,1.16686,1.16713
2021-08-20,1.16686,1.16904,1.16686,1.1685
2021-08-20,1.1685,1.16863,1.16754,1.16836
2021-08-20,1.16822,1.16945,1.16795,1.16945
2021-08-20,1.16973,1.17082,1.16945,1.17069
2021-08-20,1.17069,1.17069,1.16959,1.16973
2021-08-20,1.16986,1.17041,1.16945,1.17
2021-08-20,1.17055,1.17055,1.16986,1.17041
2021-08-20,1.17055,1.17082,1.17014,1.17027
2021-08-20,1.17055,1.17055,1.17055,1.17055
2021-08-23,1.16959,1.17041,1.16959,1.17
2021-08-23,1.17069,1.17082,1.16986,1.17027
2021-08-23,1.17069,1.17233,1.17027,1.17165
2021-08-23,1.17165,1.17247,1.17165,1.1722
2021-08-23,1.17233,1.17261,1.17178,1.17247
2021-08-23,1.17233,1.17275,1.17206,1.17233
2021-08-23,1.1722,1.17288,1.17206,1.17206
2021-08-23,1.17233,1.17247,1.17123,1.17165
2021-08-23,1.17151,1.17288,1.1711,1.17247
2021-08-23,1.17261,1.17371,1.17261,1.17343
2021-08-23,1.1733,1.17357,1.17261,1.17275
2021-08-23,1.17302,1.17302,1.17192,1.17302
2021-08-23,1.1733,1.1733,1.1722,1.17233
2021-08-23,1.17233,1.17385,1.17206,1.17385
2021-08-23,1.17357,1.17481,1.17316,1.1733
2021-08-23,1.17316,1.17454,1.17288,1.1744
2021-08-23,1.1744,1.1744,1.1733,1.17357
2021-08-23,1.17385,1.17481,1.17357,1.17426
2021-08-23,1.17454,1.17495,1.17426,1.17467
2021-08-23,1.17481,1.17536,1.17467,1.17536
2021-08-23,1.17536,1.17536,1.17481,1.17495
2021-08-23,1.17564,1.17564,1.17467,1.17481
2021-08-23,1.17509,1.1755,1.17454,1.17495
2021-08-23,1.17523,1.1755,1.17495,1.17495
2021-08-24,1.17495,1.17523,1.17467,1.17481
2021-08-24,1.17481,1.17509,1.17426,1.17454
2021-08-24,1.17426,1.17467,1.17398,1.17398
2021-08-24,1.17426,1.17481,1.17385,1.17454
2021-08-24,1.17454,1.17481,1.17412,1.17412
2021-08-24,1.17412,1.17481,1.17412,1.17481
2021-08-24,1.1744,1.17536,1.1744,1.17454
2021-08-24,1.17467,1.17523,1.17426,1.17426
2021-08-24,1.1744,1.17481,1.17371,1.17426
2021-08-24,1.17412,1.17467,1.17316,1.1733
2021-08-24,1.1733,1.17426,1.17316,1.17343
2021-08-24,1.17343,1.17426,1.17343,1.17398
2021-08-24,1.17426,1.17495,1.17398,1.17398
2021-08-24,1.17398,1.17592,1.17398,1.17536
2021-08-24,1.17536,1.17606,1.17398,1.17523
2021-08-24,1.17564,1.17689,1.17481,1.17647
2021-08-24,1.17633,1.17633,1.17481,1.17509
2021-08-24,1.17481,1.17536,1.17467,1.17509
2021-08-24,1.17495,1.17536,1.17481,1.17481
2021-08-24,1.17467,1.17592,1.17467,1.17592
2021-08-24,1.17592,1.17647,1.1755,1.17647
2021-08-24,1.17606,1.17647,1.17592,1.17606
2021-08-24,1.17606,1.17647,1.17592,1.17606
2021-08-24,1.17619,1.17675,1.17606,1.17606
2021-08-25,1.17606,1.17647,1.17564,1.17578
2021-08-25,1.17578,1.17633,1.1744,1.17495
2021-08-25,1.17454,1.17481,1.17385,1.17426
2021-08-25,1.17398,1.17426,1.17371,1.17412
2021-08-25,1.17398,1.1744,1.17385,1.17426
2021-08-25,1.17426,1.17467,1.17412,1.1744
2021-08-25,1.1744,1.17509,1.1744,1.17454
2021-08-25,1.17467,1.17495,1.17371,1.17385
2021-08-25,1.17398,1.17467,1.17371,1.17412
2021-08-25,1.17398,1.17633,1.17385,1.1755
2021-08-25,1.17536,1.17619,1.17523,1.1755
2021-08-25,1.1755,1.17564,1.17467,1.17536
2021-08-25,1.17495,1.17495,1.17385,1.1744
2021-08-25,1.1744,1.17454,1.17316,1.17357
2021-08-25,1.17357,1.17509,1.17343,1.17495
2021-08-25,1.17523,1.17606,1.17509,1.17523
2021-08-25,1.1755,1.17647,1.17509,1.17606
2021-08-25,1.17606,1.17716,1.17606,1.17633
2021-08-25,1.17675,1.17689,1.17578,1.17633
2021-08-25,1.17647,1.17799,1.17647,1.17758
2021-08-25,1.17758,1.17786,1.17689,1.17786
2021-08-25,1.1773,1.17813,1.1773,1.17772
2021-08-25,1.17772,1.17799,1.17702,1.17744
2021-08-25,1.17772,1.17799,1.17744,1.17744
2021-08-26,1.17744,1.17813,1.17744,1.17758
2021-08-26,1.17744,1.17799,1.17702,1.17702
2021-08-26,1.17702,1.1773,1.17661,1.17689
2021-08-26,1.1773,1.1773,1.17661,1.17689
2021-08-26,1.17689,1.17716,1.17647,1.17661
2021-08-26,1.17716,1.17744,1.17661,1.17675
2021-08-26,1.17675,1.17758,1.17675,1.17689
2021-08-26,1.17716,1.1773,1.17606,1.17661
2021-08-26,1.17647,1.17799,1.17647,1.17758
2021-08-26,1.17716,1.17716,1.17633,1.17633
2021-08-26,1.17633,1.17758,1.17619,1.1773
2021-08-26,1.17758,1.17827,1.17758,1.17786
2021-08-26,1.17786,1.17869,1.17716,1.1773
2021-08-26,1.1773,1.17786,1.17578,1.17606
2021-08-26,1.17619,1.17633,1.17536,1.17606
2021-08-26,1.17578,1.17702,1.17509,1.17592
2021-08-26,1.17578,1.17689,1.17578,1.17647
2021-08-26,1.17661,1.17702,1.17564,1.17564
2021-08-26,1.1755,1.17619,1.17523,1.17578
2021-08-26,1.17578,1.17606,1.1755,1.17564
2021-08-26,1.17564,1.17619,1.17536,1.17578
2021-08-26,1.17578,1.17606,1.1755,1.17578
2021-08-26,1.17592,1.17702,1.1755,1.17578
2021-08-26,1.17578,1.17633,1.17578,1.17606
2021-08-27,1.17606,1.17647,1.17578,1.17578
2021-08-27,1.17564,1.17619,1.17467,1.17481
2021-08-27,1.17495,1.17578,1.17481,1.17536
2021-08-27,1.17536,1.17619,1.17536,1.17564
2021-08-27,1.17578,1.17675,1.17578,1.17633
2021-08-27,1.17647,1.17702,1.17633,1.17675
2021-08-27,1.17661,1.17716,1.17647,1.17661
2021-08-27,1.17661,1.17772,1.17647,1.17716
2021-08-27,1.17716,1.17758,1.17619,1.17661
2021-08-27,1.17661,1.17661,1.1755,1.1755
2021-08-27,1.1755,1.17633,1.17536,1.17619
2021-08-27,1.17619,1.17716,1.17592,1.17619
2021-08-27,1.17619,1.17744,1.17606,1.17675
2021-08-27,1.17661,1.17702,1.17578,1.17606
2021-08-27,1.17606,1.17772,1.17385,1.1773
2021-08-27,1.17772,1.1805,1.17772,1.17897
2021-08-27,1.17911,1.18008,1.17883,1.17966
2021-08-27,1.1798,1.18092,1.17938,1.18064
2021-08-27,1.1805,1.18064,1.1798,1.17994
2021-08-27,1.1798,1.18036,1.17966,1.1798
2021-08-27,1.1798,1.1805,1.1798,1.18008
2021-08-27,1.17994,1.18022,1.1798,1.17994
2021-08-27,1.18036,1.18036,1.18036,1.18036
2021-08-30,1.18022,1.1805,1.17994,1.18036
2021-08-30,1.18022,1.18092,1.17994,1.18078
2021-08-30,1.18078,1.18147,1.18064,1.18092
2021-08-30,1.18092,1.18161,1.18092,1.18092
2021-08-30,1.1812,1.18133,1.18064,1.18078
2021-08-30,1.18092,1.18147,1.18064,1.18064
2021-08-30,1.18078,1.18106,1.18036,1.18036
2021-08-30,1.18036,1.18064,1.1798,1.18036
2021-08-30,1.18036,1.18078,1.17994,1.18064
2021-08-30,1.1805,1.18106,1.1798,1.1805
2021-08-30,1.18036,1.18078,1.1798,1.18022
2021-08-30,1.18036,1.18078,1.17994,1.18022
2021-08-30,1.17994,1.18064,1.17952,1.18022
2021-08-30,1.18036,1.18078,1.17869,1.17869
2021-08-30,1.17897,1.18008,1.17869,1.17938
2021-08-30,1.17911,1.1805,1.17883,1.1805
2021-08-30,1.18022,1.18092,1.17966,1.17994
2021-08-30,1.1798,1.18036,1.17966,1.18008
2021-08-30,1.1805,1.18078,1.17994,1.18022
2021-08-30,1.18008,1.18092,1.18008,1.18092
2021-08-30,1.18064,1.18092,1.18022,1.18036
2021-08-30,1.18022,1.18064,1.17994,1.18008
2021-08-30,1.17994,1.18106,1.17994,1.18022
2021-08-30,1.18008,1.18064,1.18008,1.18022
2021-08-31,1.18008,1.18064,1.17994,1.17994
2021-08-31,1.18036,1.18064,1.17994,1.18064
2021-08-31,1.18064,1.18133,1.18036,1.18078
2021-08-31,1.18064,1.18147,1.18064,1.18106
2021-08-31,1.18106,1.18231,1.18106,1.18231
2021-08-31,1.18231,1.18287,1.18203,1.18203
2021-08-31,1.18217,1.18329,1.18217,1.18315
2021-08-31,1.18315,1.18357,1.18273,1.18273
2021-08-31,1.18301,1.18357,1.18273,1.18315
2021-08-31,1.18301,1.18357,1.18259,1.18259
2021-08-31,1.18245,1.18357,1.18245,1.18259
2021-08-31,1.18273,1.18371,1.18273,1.18357
2021-08-31,1.18371,1.18526,1.18371,1.18427
2021-08-31,1.18427,1.18455,1.18343,1.18399
2021-08-31,1.18399,1.18399,1.18203,1.18231
2021-08-31,1.18259,1.18385,1.18036,1.18064
2021-08-31,1.18078,1.1812,1.18008,1.18022
2021-08-31,1.18022,1.18147,1.18022,1.18147
2021-08-31,1.18106,1.18133,1.18078,1.1812
2021-08-31,1.1812,1.18175,1.18106,1.18147
2021-08-31,1.18161,1.18161,1.18092,1.18106
2021-08-31,1.18106,1.18175,1.18106,1.18133
2021-08-31,1.18133,1.18245,1.18106,1.18161
2021-08-31,1.18133,1.18189,1.1812,1.18147
2021-09-01,1.18147,1.18189,1.1812,1.18147
2021-09-01,1.18133,1.18175,1.1805,1.18064
2021-09-01,1.18064,1.18133,1.1805,1.18078
2021-09-01,1.18078,1.18133,1.18036,1.18064
2021-09-01,1.18092,1.18147,1.18064,1.18133
2021-09-01,1.18078,1.1812,1.18022,1.18064
2021-09-01,1.18036,1.1805,1.17994,1.18036
2021-09-01,1.18022,1.18175,1.17966,1.18175
2021-09-01,1.18106,1.18175,1.17994,1.18092
2021-09-01,1.18092,1.18217,1.18064,1.18217
2021-09-01,1.18175,1.18245,1.18147,1.18217
2021-09-01,1.18203,1.18315,1.18203,1.18231
2021-09-01,1.18231,1.18287,1.18175,1.18189
2021-09-01,1.18189,1.18441,1.18175,1.18413
2021-09-01,1.18413,1.18526,1.18371,1.18483
2021-09-01,1.18483,1.18596,1.18385,1.18582
2021-09-01,1.18582,1.18638,1.18511,1.1854
2021-09-01,1.1854,1.18624,1.18511,1.18511
2021-09-01,1.18511,1.18568,1.18469,1.18469
2021-09-01,1.18469,1.1854,1.18441,1.18497
2021-09-01,1.18497,1.1854,1.18427,1.18427
2021-09-01,1.18427,1.18469,1.18413,1.18427
2021-09-01,1.18441,1.18497,1.18413,1.18441
2021-09-01,1.18441,1.18497,1.18427,1.18441
2021-09-02,1.18455,1.18497,1.18441,1.18441
2021-09-02,1.18441,1.18526,1.18441,1.18483
2021-09-02,1.18483,1.18511,1.18413,1.18427
2021-09-02,1.18427,1.18483,1.18413,1.18427
2021-09-02,1.18427,1.18455,1.18399,1.18427
2021-09-02,1.18413,1.18469,1.18385,1.18385
2021-09-02,1.18413,1.18511,1.18385,1.18469
2021-09-02,1.18469,1.1854,1.18441,1.18483
2021-09-02,1.18483,1.18568,1.18455,1.18497
2021-09-02,1.18511,1.18554,1.18469,1.18497
2021-09-02,1.18483,1.18582,1.18469,1.18554
2021-09-02,1.18554,1.18624,1.18526,1.18624
2021-09-02,1.18582,1.18596,1.18497,1.18526
2021-09-02,1.18511,1.18568,1.18427,1.18511
2021-09-02,1.18511,1.1868,1.18511,1.18624
2021-09-02,1.18638,1.18708,1.1854,1.18708
2021-09-02,1.18723,1.18765,1.1861,1.1861
2021-09-02,1.1861,1.18694,1.1861,1.18694
2021-09-02,1.1868,1.18765,1.1868,1.18737
2021-09-02,1.18751,1.18807,1.18737,1.18779
2021-09-02,1.18779,1.1885,1.18765,1.18779
2021-09-02,1.18779,1.18835,1.18765,1.18793
2021-09-02,1.18779,1.1885,1.18765,1.18807
2021-09-02,1.18779,1.18821,1.18779,1.18779
2021-09-03,1.18779,1.18835,1.18765,1.18779
2021-09-03,1.18779,1.18892,1.18779,1.1885
2021-09-03,1.1885,1.18892,1.18821,1.18864
2021-09-03,1.18878,1.18892,1.18821,1.18835
2021-09-03,1.18821,1.18864,1.18807,1.18821
2021-09-03,1.18821,1.18864,1.18793,1.18793
2021-09-03,1.18807,1.18878,1.18793,1.18821
2021-09-03,1.18821,1.18864,1.18779,1.18821
2021-09-03,1.18807,1.18878,1.18751,1.18793
2021-09-03,1.18779,1.18906,1.18779,1.18779
2021-09-03,1.18779,1.18793,1.18723,1.18723
2021-09-03,1.18765,1.18779,1.18737,1.18737
2021-09-03,1.18737,1.18821,1.18737,1.18765
2021-09-03,1.18779,1.19119,1.18708,1.18977
2021-09-03,1.18948,1.19062,1.18835,1.1892
2021-09-03,1.1892,1.18934,1.18779,1.18835
2021-09-03,1.1885,1.18934,1.18807,1.18878
2021-09-03,1.18878,1.18948,1.18864,1.18934
2021-09-03,1.18934,1.19033,1.18934,1.18991
2021-09-03,1.18991,1.19005,1.18934,1.18934
2021-09-03,1.18948,1.18948,1.1885,1.1885
2021-09-03,1.18835,1.1885,1.18793,1.18807
2021-09-03,1.18977,1.18977,1.1892,1.1892
2021-09-06,1.1885,1.1892,1.18835,1.18892
2021-09-06,1.18906,1.1892,1.18807,1.18821
2021-09-06,1.18807,1.1885,1.18793,1.18793
2021-09-06,1.18807,1.1885,1.18765,1.18779
2021-09-06,1.18779,1.18793,1.18694,1.18723
2021-09-06,1.18723,1.18779,1.18723,1.18723
2021-09-06,1.18723,1.18779,1.18694,1.18765
2021-09-06,1.18737,1.18835,1.18723,1.18751
2021-09-06,1.18751,1.18765,1.18652,1.18652
2021-09-06,1.18666,1.18737,1.18652,1.1868
2021-09-06,1.1868,1.18737,1.18596,1.18624
2021-09-06,1.18638,1.18723,1.18638,1.1868
2021-09-06,1.1868,1.18723,1.18652,1.18652
2021-09-06,1.18652,1.18723,1.18638,1.18708
2021-09-06,1.18694,1.18765,1.18694,1.18708
2021-09-06,1.18708,1.18751,1.18624,1.18652
2021-09-06,1.18652,1.18737,1.18638,1.18737
2021-09-06,1.18737,1.18793,1.18694,1.18751
2021-09-06,1.18751,1.18765,1.18723,1.18737
2021-09-06,1.18723,1.18779,1.18708,1.18737
2021-09-06,1.18765,1.18779,1.18708,1.18723
2021-09-06,1.18723,1.18779,1.18708,1.18737
2021-09-06,1.18737,1.18807,1.18708,1.18751
2021-09-06,1.18751,1.18807,1.18737,1.18751
2021-09-07,1.18793,1.18793,1.18751,1.18765
2021-09-07,1.18779,1.18864,1.18765,1.18835
2021-09-07,1.18821,1.1892,1.18821,1.1885
2021-09-07,1.18892,1.18892,1.18821,1.1885
2021-09-07,1.1885,1.18864,1.18807,1.18821
2021-09-07,1.18821,1.18906,1.18793,1.18793
2021-09-07,1.18835,1.18835,1.18751,1.18751
2021-09-07,1.18751,1.18779,1.1868,1.18737
2021-09-07,1.18737,1.18864,1.18708,1.18793
2021-09-07,1.18793,1.18793,1.18652,1.18779
2021-09-07,1.18793,1.18878,1.1868,1.1868
2021-09-07,1.18694,1.18807,1.18666,1.18779
2021-09-07,1.18779,1.18821,1.18624,1.18638
2021-09-07,1.18652,1.18708,1.1854,1.1854
2021-09-07,1.1854,1.18666,1.18483,1.1861
2021-09-07,1.18596,1.18596,1.18413,1.18483
2021-09-07,1.18497,1.1854,1.18413,1.18526
2021-09-07,1.18511,1.1854,1.18469,1.18483
2021-09-07,1.18483,1.18554,1.18469,1.18526
2021-09-07,1.18526,1.18596,1.18497,1.18497
2021-09-07,1.18497,1.18511,1.18427,1.18455
2021-09-07,1.18441,1.18483,1.18427,1.18469
2021-09-07,1.18385,1.1854,1.18385,1.18483
2021-09-07,1.18469,1.18526,1.18469,1.18469
2021-09-08,1.18469,1.18511,1.18455,1.18469
2021-09-08,1.18469,1.1854,1.18441,1.18511
2021-09-08,1.1854,1.18554,1.18497,1.18511
2021-09-08,1.18511,1.1854,1.18483,1.18483
2021-09-08,1.18483,1.18511,1.18441,1.18455
2021-09-08,1.18455,1.18511,1.18455,1.18469
2021-09-08,1.18469,1.18483,1.18385,1.18399
2021-09-08,1.18413,1.18413,1.18315,1.18385
2021-09-08,1.18399,1.18483,1.18357,1.18371
2021-09-08,1.18329,1.18329,1.18203,1.18259
2021-09-08,1.18273,1.18315,1.18161,1.18217
2021-09-08,1.18189,1.18259,1.18161,1.18203
2021-09-08,1.18203,1.18315,1.18203,1.18259
2021-09-08,1.18273,1.18357,1.18259,1.18259
2021-09-08,1.18259,1.18259,1.18133,1.18217
2021-09-08,1.18217,1.18259,1.18064,1.18133
2021-09-08,1.18147,1.18245,1.18147,1.18203
2021-09-08,1.18217,1.18329,1.18203,1.18231
2021-09-08,1.18231,1.18301,1.18203,1.18273
2021-09-08,1.18273,1.18343,1.18273,1.18315
2021-09-08,1.18287,1.18329,1.18217,1.18217
2021-09-08,1.18217,1.18245,1.18189,1.18203
2021-09-08,1.18161,1.18273,1.18161,1.18203
2021-09-08,1.18259,1.18273,1.18217,1.18259
2021-09-09,1.18217,1.18259,1.18217,1.18217
2021-09-09,1.18217,1.18231,1.18161,1.18175
2021-09-09,1.18175,1.18259,1.18175,1.18245
2021-09-09,1.18245,1.18315,1.18245,1.18287
2021-09-09,1.18273,1.18315,1.18217,1.18217
2021-09-09,1.18231,1.18259,1.18147,1.18175
2021-09-09,1.18175,1.18203,1.18147,1.18161
2021-09-09,1.18175,1.18315,1.18175,1.18203
2021-09-09,1.18203,1.18343,1.18175,1.18273
2021-09-09,1.18259,1.18413,1.18259,1.18371
2021-09-09,1.18357,1.18399,1.18301,1.18371
2021-09-09,1.18357,1.18413,1.18343,1.18357
2021-09-09,1.18371,1.18441,1.18287,1.18441
2021-09-09,1.18413,1.18441,1.18147,1.18259
2021-09-09,1.18287,1.18371,1.18161,1.18175
2021-09-09,1.18175,1.18245,1.18092,1.18203
2021-09-09,1.18189,1.18315,1.18161,1.18301
2021-09-09,1.18301,1.18399,1.18287,1.18343
2021-09-09,1.18343,1.18455,1.18343,1.18371
2021-09-09,1.18371,1.18399,1.18329,1.18329
2021-09-09,1.18329,1.18357,1.18287,1.18329
2021-09-09,1.18287,1.18329,1.18259,1.18287
2021-09-09,1.18301,1.18329,1.18287,1.18301
2021-09-09,1.18287,1.18329,1.18273,1.18315
2021-09-10,1.18273,1.18315,1.18259,1.18273
2021-09-10,1.18273,1.18357,1.18259,1.18287
2021-09-10,1.18287,1.18315,1.18231,1.18259
2021-09-10,1.18259,1.18357,1.18231,1.18357
2021-09-10,1.18357,1.18399,1.18329,1.18329
2021-09-10,1.18329,1.18371,1.18315,1.18329
2021-09-10,1.18329,1.18413,1.18315,1.18371
2021-09-10,1.18315,1.18371,1.18287,1.18329
2021-09-10,1.18315,1.18483,1.18315,1.18455
2021-09-10,1.18469,1.18568,1.18455,1.18511
2021-09-10,1.18511,1.18568,1.18385,1.18399
2021-09-10,1.18413,1.18441,1.18315,1.18343
2021-09-10,1.18343,1.18427,1.18329,1.18371
2021-09-10,1.18371,1.18469,1.18301,1.18301
2021-09-10,1.18315,1.18413,1.18259,1.18413
2021-09-10,1.18371,1.18427,1.18343,1.18399
2021-09-10,1.18371,1.18385,1.18231,1.18231
2021-09-10,1.18245,1.18287,1.18203,1.18217
2021-09-10,1.18245,1.18245,1.18161,1.18175
2021-09-10,1.18189,1.18245,1.18161,1.18189
2021-09-10,1.18203,1.18217,1.18161,1.18161
2021-09-10,1.18161,1.18175,1.18133,1.18147
2021-09-10,1.18161,1.18161,1.18161,1.18161
2021-09-13,1.18161,1.18203,1.18133,1.18175
2021-09-13,1.18147,1.18203,1.18092,1.18092
2021-09-13,1.18092,1.1812,1.18064,1.18064
2021-09-13,1.18078,1.18133,1.18064,1.18092
2021-09-13,1.18133,1.18147,1.18064,1.18092
2021-09-13,1.18092,1.1812,1.1798,1.1798
2021-09-13,1.17994,1.18008,1.17911,1.1798
2021-09-13,1.17966,1.17994,1.17841,1.17841
2021-09-13,1.17841,1.17925,1.17786,1.17911
2021-09-13,1.17911,1.17952,1.17869,1.17938
2021-09-13,1.17966,1.17994,1.17911,1.17952
2021-09-13,1.17938,1.1798,1.17799,1.17827
2021-09-13,1.17799,1.17841,1.17744,1.17772
2021-09-13,1.17786,1.17897,1.17758,1.17869
2021-09-13,1.17869,1.18064,1.17869,1.18022
2021-09-13,1.18078,1.18133,1.17966,1.18133
2021-09-13,1.18147,1.18203,1.18078,1.18133
2021-09-13,1.18133,1.18147,1.18106,1.1812
